Perché usare la stessa password per email personale gestionale del negozio e un nuovo fornitore è rischioso?;Perché basterebbe che una sola di queste venisse compromessa per rendere vulnerabili anche le altre due
Cosa accadde al sito RockYou.com nel dicembre 2009?;Un aggressore sfruttò una vulnerabilità per sottrarre le credenziali di oltre 32 milioni di account
Quale errore di fondo aggravò il danno della violazione di RockYou.com?;Le password non erano protette da alcuna cifratura ma conservate in chiaro
Quale fu la password più diffusa tra quelle sottratte da RockYou.com secondo l'analisi dei ricercatori?;123456 usata da oltre 290.000 persone
Cos'è diventato nel tempo l'elenco di password sottratto da RockYou.com conosciuto come rockyou.txt?;Uno strumento standard usato dai ricercatori di sicurezza per testare la robustezza dei sistemi
A cosa vengono paragonate le password nella metafora del mazzo di chiavi?;A un mazzo in cui ogni chiave dovrebbe aprire una sola porta specifica della propria vita
Cosa rischia di perdere una persona se perde l'accesso alla propria email personale oltre alla corrispondenza?;La possibilità di recuperare l'accesso al conto bancario ai social e a numerosi altri servizi collegati
Chi era Mat Honan e cosa gli accadde nell'agosto 2012?;Un giornalista statunitense la cui intera vita digitale venne cancellata tramite ingegneria sociale in un solo pomeriggio
Come riuscì l'aggressore a farsi aggiungere una carta di credito all'account Amazon di Mat Honan?;Telefonando al servizio clienti Amazon fingendosi Honan con informazioni reperibili pubblicamente
Come usò l'aggressore le ultime cifre della carta di credito ottenuta da Amazon?;Per convincere il supporto Apple a reimpostare la password dell'account iCloud di Honan
Quali conseguenze subì Mat Honan dopo la violazione del suo account iCloud?;La cancellazione da remoto dei contenuti di iPhone iPad e MacBook la perdita di Twitter e l'eliminazione dell'account Google
Il caso di Mat Honan richiese la violazione tecnica di qualche password?;No bastò convincere due persone al telefono a fare qualcosa che non avrebbero dovuto fare
A cosa viene paragonata la posta elettronica nella metafora della chiave maestra?;Alla chiave maestra dell'intero edificio capace di aprire tutte le porte collegate a essa
Come si può riconoscere un tentativo di phishing controllando l'indirizzo del mittente?;L'indirizzo del mittente può non corrispondere esattamente a quello ufficiale ma essere solo una copia molto simile
Chi era John Podesta e cosa gli accadde il 19 marzo 2016?;Il capo della campagna presidenziale di Hillary Clinton che ricevette un'email di phishing che sembrava un avviso di sicurezza di Google
Quale errore commise il supporto informatico della campagna di Clinton riguardo all'email ricevuta da Podesta?;Rispose per errore che l'email era legittima invitando Podesta a cambiare la password tramite quel link
Chi era il gruppo di hacker responsabile della pagina contraffatta usata contro John Podesta?;Un gruppo legato ai servizi di intelligence russi noto come Fancy Bear
Cosa ottennero gli aggressori dopo che Podesta inserì le proprie credenziali nella pagina contraffatta?;L'accesso a decine di migliaia di email della sua casella personale
A cosa viene paragonato il phishing nella metafora del tecnico alla porta?;A qualcuno vestito da tecnico con un tesserino apparentemente ufficiale che convince la vittima ad aprire volontariamente la porta
Quale precauzione pratica aiuta a evitare di scaricare malware quando si installa un nuovo programma?;Verificare che il programma provenga dal sito ufficiale del produttore invece di scaricarlo dal primo link trovato
Cos'era WannaCry e quando iniziò a diffondersi?;Un ransomware capace di propagarsi autonomamente che iniziò a diffondersi il 12 maggio 2017
Quale falla sfruttava WannaCry per propagarsi e da chi era stata originariamente sviluppata?;La falla EternalBlue sviluppata in origine dall'agenzia statunitense per la sicurezza nazionale NSA
Chi rese pubblica la falla EternalBlue sfruttata da WannaCry?;Un gruppo di hacker noto come Shadow Brokers
Quale organizzazione sanitaria fu tra le vittime più colpite dall'attacco WannaCry?;Il Servizio Sanitario Nazionale britannico NHS
Perché moltissimi sistemi risultarono vulnerabili all'attacco WannaCry nonostante esistesse già una correzione?;Perché Microsoft aveva pubblicato la correzione circa due mesi prima ma molti sistemi non erano stati ancora aggiornati
A cosa viene paragonato il malware nella metafora del regalo alla festa?;A un regalo incartato con cura che si scopre dannoso solo dopo averlo aperto fidandosi dell'apparenza
Come modificò Marco il proprio messaggio al fornitore prima di inviarlo per rispettare la netiquette?;Passò da un tono tutto maiuscolo e una lamentela generica a un tono normale e una richiesta precisa
Chi pubblicò nel 1994 uno dei primi testi sistematici di regole per la comunicazione in rete?;L'autrice statunitense Virginia Shea con il libro Netiquette
Quale documento pubblicò l'IETF nell'ottobre 1995 sulle regole di comportamento online?;Il documento RFC 1855 intitolato Netiquette Guidelines
Cos'è l'IETF?;L'organizzazione tecnica che definisce molti degli standard fondamentali di Internet
Quale principio condiviso univa i testi di Virginia Shea e dell'IETF sulla netiquette?;Ricordarsi sempre che dall'altra parte di ogni messaggio schermo o connessione c'è una persona reale
A cosa viene paragonata la mancanza di netiquette nella metafora del negozio?;A rivolgersi bruscamente al proprietario di un negozio dando per scontato che non conti come le persone incontrate di persona
