Cosa riguarda la sicurezza fisica dei dispositivi?;Tutte le misure che impediscono un accesso fisico non autorizzato a computer dispositivi mobili e supporti di memoria
Quali misure pratiche riducono il rischio di furto fisico di un dispositivo?;Non lasciarlo mai incustodito usare cavi antifurto mantenere un inventario aggiornato e limitare l'accesso fisico ai locali sensibili
Perché un computer rubato ma protetto solo da password può comunque essere violato?;Perché il disco può essere estratto e collegato a un altro sistema per leggerne il contenuto a meno che i dati non siano anche cifrati
Che cos'è un backup?;Una copia dei propri dati conservata separatamente dall'originale pensata per essere recuperata in caso di perdita danneggiamento o attacco
Cosa suggerisce la regola del 3-2-1 per i backup?;Di mantenere almeno tre copie dei dati su due tipi diversi di supporto con almeno una copia in un luogo fisicamente separato
Perché la sincronizzazione di un file tra più dispositivi non equivale a un backup?;Perché se un file sincronizzato viene cancellato o cifrato da un ransomware la modifica si propaga anche alle copie sincronizzate
Cosa significa eseguire un backup?;Copiare i dati secondo la pianificazione stabilita su un supporto locale esterno o su un servizio cloud
Cosa significa ripristinare un backup?;Recuperare i dati e riportarli a una condizione utilizzabile sostituendo o integrando quanto è andato perso
Perché è importante testare periodicamente il ripristino di un backup?;Perché un backup mai testato resta una promessa non verificata e potrebbe non funzionare davvero quando serve
Cosa riguarda la sicurezza nel cloud?;La protezione dei dati conservati su server remoti gestiti da un fornitore esterno
Cosa stabilisce il principio della responsabilità condivisa nel cloud?;Che la sicurezza dei dati non dipende solo dal fornitore del servizio ma anche da come l'utente configura e protegge il proprio accesso
Quali sono i due pilastri della sicurezza di un servizio cloud?;La sicurezza dell'infrastruttura garantita dal fornitore e la configurazione dell'accesso garantita dall'utente
Cosa accade davvero quando un file viene cancellato normalmente?;Il sistema lo segna come spazio riutilizzabile ma i dati restano presenti e spesso recuperabili finché nulla li sovrascrive
Quali metodi garantiscono un'eliminazione davvero permanente dei dati?;Software che sovrascrivono più volte lo spazio con dati casuali oppure la distruzione fisica del supporto
Quali dispositivi meno ovvi possono conservare dati sensibili?;Stampanti multifunzione e fotocopiatrici che spesso includono un proprio disco rigido interno
Che cos'è la sicurezza comportamentale?;L'insieme delle abitudini quotidiane che determinano quanto siano davvero efficaci gli strumenti tecnici di protezione
Perché la tecnologia da sola non basta a garantire la sicurezza informatica?;Perché ogni strumento tecnico è efficace solo se chi lo utilizza lo mantiene attivo aggiornato e usato correttamente ogni giorno
