In che anno nacque il Joint Photographic Experts Group?;Nel 1986
In che anno il comitato pubblicò lo standard JPEG?;Nel 1992
Cosa significa che la compressione JPEG è di tipo lossy?;Che comporta una perdita di alcune informazioni eliminando sfumature di colore poco percepibili
Cosa rese possibile lo standard JPEG pochi anni dopo la sua pubblicazione?;L'esplosione delle fotocamere digitali
A cosa viene paragonato ridimensionare un'immagine dagli angoli nella metafora della fotocopiatrice?;A ingrandire o rimpicciolire una fotografia mantenendola proporzionata come con una fotocopiatrice
Quale azienda lanciò Ventura Publisher nel 1986?;La Ventura Software
Quale programma rivale era uscito l'anno prima di Ventura Publisher?;PageMaker della Aldus
Come si differenziava Ventura Publisher da PageMaker?;Automatizzava l'impaginazione tramite fogli di stile invece di richiedere il posizionamento manuale
Come si chiama il termine tecnico che indica il testo che scorre intorno a un'immagine?;Wraparound o runaround
A cosa viene paragonata un'immagine in linea nella metafora dell'autobus?;A una persona seduta in fila su un autobus che si muove insieme agli altri passeggeri
A cosa viene paragonata un'immagine mobile nella metafora dell'autobus?;A qualcuno in piedi nel corridoio che può spostarsi dove vuole
In che anno Edgar F. Codd pubblicò l'articolo sul modello relazionale?;Nel 1970
Per quale azienda lavorava Edgar F. Codd?;Per IBM
Come si intitolava l'articolo di Codd sul modello relazionale?;A Relational Model of Data for Large Shared Data Banks
Perché IBM fu inizialmente lenta ad adottare il modello relazionale di Codd?;Perché era preoccupata di proteggere i ricavi dei propri sistemi di database più vecchi e gerarchici
Cosa spinse infine IBM ad adottare il modello relazionale?;La pressione dei clienti convinti da Codd del potenziale del nuovo modello
A cosa viene paragonata una tabella nella metafora dello schedario?;A uno schedario con cassetti etichettati dove ogni scheda occupa il proprio spazio
A cosa viene paragonato un elenco allineato solo con spazi nella metafora della scrivania?;A un mucchio di fogli sparsi su una scrivania che un soffio di vento può mescolare
In che anno Frank e Lillian Gilbreth presentarono i process chart all'ASME?;Nel 1921
Cosa erano i process chart dei Gilbreth?;Una delle prime rappresentazioni grafiche sistematiche dei passaggi di un processo produttivo
In che anno l'ASME adottò un insieme standardizzato di simboli per i diagrammi di processo?;Nel 1947
In cosa si sarebbe poi evoluto l'insieme di simboli adottato dall'ASME?;Nei diagrammi di flusso usati nella programmazione informatica
A cosa viene paragonato uno SmartArt nella metafora della metropolitana?;A una mappa della metropolitana che mostra fermate e collegamenti in modo chiaro
A cosa vengono paragonate le forme singole nella metafora dei cartelli stradali?;Ai cartelli stradali che si possono posizionare uno per uno per costruire un percorso su misura
Quale diagramma SmartArt sceglie Marco per spiegare il processo di riparazione?;Un diagramma di Processo con blocchi collegati
Quali sono i cinque passaggi che Marco inserisce nel diagramma SmartArt?;Arrivo Controllo Preventivo Lavorazione e Consegna
Cosa succede all'immagine di Marco se il paragrafo a cui è ancorata si sposta?;Anche l'immagine può spostarsi con lui anche a distanza
Perché l'inserimento di un'immagine tramite copia e incolla può avere un limite?;Perché la qualità copiata non è sempre identica all'originale
