Cos'è un programma di presentazione?;Un software che permette di costruire una sequenza di diapositive contenenti testo immagini grafici e altri elementi multimediali
Qual è il programma di presentazione più diffuso al mondo?;Microsoft PowerPoint
Qual è la differenza principale tra un documento di Word e una diapositiva di PowerPoint?;Il documento è pensato per essere letto da solo mentre la diapositiva accompagna un discorso fatto ad alta voce
Quali strumenti si usavano per le presentazioni prima dei computer?;Il proiettore per diapositive i lucidi con la lavagna luminosa o i cartelloni su un cavalletto
Quali sono altri programmi di presentazione oltre a Microsoft PowerPoint?;Keynote di Apple Impress di LibreOffice e Presentazioni Google
Come si passa da una presentazione aperta a un'altra in PowerPoint?;Con la barra delle applicazioni di Windows oppure con la combinazione ALT+TAB
Da dove si raggiungono le opzioni di base di PowerPoint come il nome autore o la cartella predefinita?;Da File Opzioni
Come si apre la Guida interna di PowerPoint?;Dalla scheda Guida della barra multifunzione oppure premendo il tasto F1
Cosa sono le modalità di visualizzazione in PowerPoint?;I diversi modi in cui PowerPoint può mostrare una presentazione durante il lavoro
Cosa mostra la vista normale di PowerPoint?;Le miniature di tutte le diapositive a sinistra e la diapositiva selezionata grande a destra
A cosa serve la vista sequenza diapositive?;A mostrare tutte le diapositive insieme come miniature per riordinare rapidamente la presentazione
A cosa serve la vista pagina note?;Ad aggiungere sotto ogni diapositiva uno spazio per appunti che il pubblico non vedrà mai
Cosa mostra la vista struttura?;Solo il testo delle diapositive senza immagini né formattazione
Cosa mostra la vista presentazione?;La diapositiva a schermo intero esattamente come la vedrà il pubblico
Cos'è il layout di una diapositiva?;La disposizione predefinita dei suoi contenuti fatta di segnaposto pronti ad accogliere titolo testo immagini o altri elementi
Cosa cambia tra scrivere in Word e scrivere in PowerPoint riguardo alla posizione del contenuto?;In PowerPoint il contenuto va sempre dentro un segnaposto stabilito dal layout invece che ovunque sul foglio
Cos'è un tema in PowerPoint?;Un insieme predefinito di colori font ed effetti grafici applicato automaticamente a tutte le diapositive
Da dove si applica un tema a una presentazione?;Dalla scheda Progettazione
Cos'è il colore di sfondo in PowerPoint?;La tinta applicata dietro il contenuto di una o più diapositive indipendentemente dal tema scelto
Da dove si modifica il colore di sfondo di una diapositiva?;Da Progettazione Formato sfondo
Perché è sconsigliato usare il rosso come colore di sfondo dominante in una diapositiva?;Perché le persone daltoniche faticano a distinguerlo da altri colori vicini
Come si aggiunge una nuova diapositiva in PowerPoint?;Con il pulsante Nuova diapositiva nella scheda Home scegliendo il layout più adatto
Cosa significa copiare una diapositiva già scritta?;Riutilizzarne la struttura altrove anche in un'altra presentazione
In quale vista è più semplice riordinare le diapositive trascinandole?;Nella vista sequenza diapositive
Cos'è lo schema diapositiva o Slide Master?;Una diapositiva speciale che definisce una volta sola l'aspetto comune a tutte le diapositive presenti e future
Da dove si accede allo schema diapositiva in PowerPoint?;Da Visualizza Schema diapositiva
Cosa succede rimuovendo un oggetto dallo schema diapositiva?;Viene rimosso allo stesso modo da tutte le diapositive che usano quel layout
A quale funzione già vista in Word è paragonabile lo schema diapositiva?;Agli Stili che applicano una regola centrale invece di ripetere una modifica manualmente
Cosa significa organizzare il contenuto di una diapositiva?;Scegliere cosa scrivere e cosa lasciare fuori privilegiando frasi brevi ed elenchi puntati o numerati
Cos'è una diapositiva efficace?;Una diapositiva pensata per accompagnare chi parla e non per sostituirlo
Perché una diapositiva con troppo testo rischia di essere controproducente?;Perché l'ascoltatore deve scegliere tra leggere e ascoltare e spesso finisce per non fare bene né l'una né l'altra cosa
Quali sono alcune buone pratiche per rendere efficace una diapositiva?;Frasi brevi elenchi puntati un solo argomento per diapositiva e titoli riconoscibili
