Che cos'è il Wi-Fi?;Una tecnologia di comunicazione wireless che permette ai dispositivi di collegarsi a una rete locale e a Internet senza cavi
Il nome Wi-Fi è un acronimo tecnico?;No è un marchio commerciale creato dalla Wi-Fi Alliance
Cosa fa la Wi-Fi Alliance?;Certifica la compatibilità dei dispositivi wireless
Quali onde utilizza il Wi-Fi per trasmettere i dati?;Le onde radio
Il Wi-Fi coincide con Internet?;No è solo il mezzo con cui un dispositivo raggiunge il router senza fili
Cosa continuano a fare i dispositivi in rete locale se si interrompe il collegamento tra router e Internet?;Continuano a comunicare tra loro ma non accedono più a Internet
Quali ostacoli possono attenuare il segnale Wi-Fi?;Muri spessi pavimenti mobili metallici e interferenze di altri dispositivi elettronici
Quando è preferibile il collegamento via cavo rispetto al Wi-Fi?;Quando servono la massima stabilità e le migliori prestazioni come per server o postazioni da gioco
Cosa sono gli standard Wi-Fi?;Le diverse versioni della tecnologia Wi-Fi che definiscono come i dispositivi comunicano tramite onde radio
Cosa introduce ogni nuovo standard Wi-Fi?;Miglioramenti di prestazioni velocità capacità di gestire più dispositivi ed efficienza energetica
Dal 2018 come vengono indicati gli standard Wi-Fi?;Con una numerazione progressiva al posto delle sigle tecniche complesse
Quali bande introduce lo standard Wi-Fi 4?;La banda a 2.4 GHz e la banda a 5 GHz
Per cosa è stato progettato in particolare il Wi-Fi 6?;Per gestire ambienti molto affollati con molti dispositivi collegati contemporaneamente
Per cosa è stato pensato il Wi-Fi 7?;Per offrire prestazioni superiori latenza ridotta e gestire applicazioni esigenti come realtà virtuale e cloud gaming
Cosa indica la retrocompatibilità nel Wi-Fi?;La possibilità che dispositivi con standard diversi si colleghino comunque tra loro
Da cosa dipende la velocità massima quando due dispositivi con standard Wi-Fi diversi comunicano tra loro?;Dall'elemento più lento della comunicazione
Cosa sono le bande di frequenza nel Wi-Fi?;Gli intervalli di frequenze radio utilizzati per trasmettere i dati tra dispositivi e router
Cosa significa GHz?;Gigahertz
Quale banda Wi-Fi offre maggiore copertura ma velocità inferiore?;La banda a 2.4 GHz
Quale banda Wi-Fi offre velocità più elevata ma copertura più ridotta?;La banda a 5 GHz
Quale banda Wi-Fi offre prestazioni superiori e minori interferenze?;La banda a 6 GHz
Con quali standard è disponibile la banda a 6 GHz?;Con il Wi-Fi 6E e il Wi-Fi 7
Cosa fanno molti router moderni riguardo alla scelta della banda di frequenza?;La gestiscono automaticamente scegliendo quella più adatta al dispositivo collegato
Cosa significa SSID?;Service Set Identifier cioè Identificatore del Servizio di Rete
A cosa serve l'SSID di una rete Wi-Fi?;A identificare e mostrare ai dispositivi il nome della rete
Cosa serve per collegarsi a una rete Wi-Fi protetta?;Selezionare il suo SSID e inserire la relativa password di accesso
Cosa assegna il router al dispositivo dopo aver verificato la password?;Un indirizzo IP tramite il protocollo DHCP
Cosa succede quando si nasconde l'SSID di una rete?;Il nome della rete non compare nell'elenco delle reti disponibili
Nascondere l'SSID è una vera misura di sicurezza?;No un utente esperto può comunque individuare la rete
Cos'è una rete ospiti o Guest Network?;Una seconda rete Wi-Fi separata da quella principale che permette l'accesso a Internet senza raggiungere gli altri dispositivi della rete
Cos'è la sicurezza Wi-Fi?;L'insieme delle tecnologie e configurazioni usate per proteggere una rete wireless da accessi non autorizzati
Cosa significa WEP?;Wired Equivalent Privacy
Come viene considerato oggi il protocollo WEP?;Un vecchio sistema di protezione ormai insicuro
Cosa significa WPA?;Wi-Fi Protected Access
Cosa significa WPA2?;Wi-Fi Protected Access 2
Cosa significa WPA3?;Wi-Fi Protected Access 3
Quale protocollo di sicurezza Wi-Fi è il più recente e offre maggiore protezione?;Il WPA3
A cosa serve la crittografia in una rete Wi-Fi?;A trasformare i dati in una forma illeggibile per chi non possiede la chiave di accesso corretta
Quali sono alcune buone pratiche per la sicurezza di una rete Wi-Fi?;Usare almeno WPA2 o WPA3 cambiare la password predefinita e aggiornare il firmware del router
Cos'è il segnale Wi-Fi?;L'intensità dell'onda radio con cui il router comunica con i dispositivi collegati
Cosa sono le interferenze Wi-Fi?;Disturbi causati da altri segnali radio o ostacoli fisici che riducono la qualità della connessione
Cosa succede all'intensità del segnale quando un dispositivo si allontana dal router?;Diminuisce
Quali dispositivi elettronici possono generare interferenze soprattutto sulla banda a 2.4 GHz?;Forni a microonde telefoni cordless dispositivi Bluetooth e altre reti Wi-Fi vicine
Un segnale Wi-Fi con molte tacche è sempre garanzia di buona connessione?;No può comunque avere problemi se disturbato da molte interferenze
Cosa significa migliorare il Wi-Fi?;Adottare strategie e strumenti per aumentare qualità copertura e stabilità di una rete wireless
Dove dovrebbe essere posizionato il router per ottenere una buona copertura?;In una zona centrale della casa possibilmente rialzata e libera da ostacoli
Cos'è il firmware di un router?;Il software interno che ne controlla il funzionamento
Cos'è un ripetitore Wi-Fi o Range Extender?;Un dispositivo che si collega via Wi-Fi al router riceve il segnale esistente e lo rilancia
Cosa significa AP?;Access Point
Come si collega un access point al router?;Tramite un cavo Ethernet
Cos'è un sistema Wi-Fi Mesh?;Un sistema formato da più nodi che collaborano tra loro per creare un'unica rete Wi-Fi distribuita nell'ambiente
