Cosa accadde l'8 dicembre 2005 alla Borsa di Tokyo per un errore di inserimento dati?;Un operatore di Mizuho Securities inserì per errore la vendita di 610.000 azioni J-Com a 1 yen invece di 1 azione a 610.000 yen
Perché l'errore dell'operatore di Mizuho Securities non poté essere annullato?;Perché il sistema della Borsa di Tokyo non permetteva di annullare un ordine già inviato
Quale fu la perdita stimata per Mizuho Securities nel caso dell'errore su J-Com?;Oltre 225 milioni di dollari
Quali conseguenze ebbe l'errore di Mizuho Securities sui vertici della Borsa di Tokyo?;Le dimissioni del presidente della Borsa di Tokyo insieme ad altri dirigenti
Nella metafora del contratto a cosa viene paragonato inserire un dato e confermarlo con INVIO?;A firmare un contratto perché finché la penna non tocca la carta si può ancora cambiare idea
Chi pubblicò nel 1843 la Nota G considerata il primo programma per computer della storia?;La matematica britannica Ada Lovelace
A quale progetto erano collegate le note pubblicate da Ada Lovelace nel 1843?;Alla Macchina Analitica di Charles Babbage
Cosa calcolava il procedimento descritto nella Nota G di Ada Lovelace?;I numeri di Bernoulli una lunga sequenza di valori matematici
Qual è l'intuizione centrale di Ada Lovelace che oggi in informatica chiamiamo ciclo?;Organizzare le operazioni ripetitive in un gruppo che la macchina poteva eseguire più volte cambiando solo i valori in gioco
La Macchina Analitica descritta nella Nota G fu mai realmente costruita?;No la macchina non fu mai costruita
Nella metafora del fornitore a cosa viene paragonato il riempimento automatico?;A dare a un fornitore le prime due consegne di un ordine ricorrente lasciando che capisca da solo il ritmo delle consegne successive
Cos'è la Financial Modeling World Cup?;Un torneo internazionale dal settembre 2020 interamente giocato dentro Excel in cui i concorrenti risolvono casi di modellazione finanziaria
Su cosa vengono valutati i concorrenti della Financial Modeling World Cup oltre alla correttezza dei calcoli?;Sulla velocità e la precisione con cui si muovono all'interno del foglio
Su quale emittente fu trasmesso nel 2022 il Microsoft Excel World Championship?;Sull'emittente sportiva statunitense ESPN2
Nella metafora del pianista a cosa viene paragonato muoversi in un foglio con le scorciatoie da tastiera?;A suonare uno strumento musicale senza guardare i tasti trovando le note per abitudine
Cosa pubblicarono nel 2010 gli economisti Carmen Reinhart e Kenneth Rogoff?;Lo studio Growth in a Time of Debt sulla relazione tra debito pubblico e crescita economica
Chi scoprì nel 2013 l'errore nel foglio Excel dello studio di Reinhart e Rogoff?;Lo studente universitario Thomas Herndon
In cosa consisteva l'errore scoperto da Thomas Herndon nello studio di Reinhart e Rogoff?;L'intervallo di celle selezionato per calcolare la media della crescita non era esteso fino all'ultima riga dei dati escludendo cinque paesi
Quali paesi furono esclusi per errore dal calcolo nello studio di Reinhart e Rogoff?;Australia Austria Belgio Canada e Danimarca
Nella metafora del pascolo a cosa viene paragonato selezionare un intervallo di celle?;A recintare un pascolo per contare le pecore al suo interno dove un recinto troppo corto lascia alcune pecore fuori senza che nessuno se ne accorga
Cosa successe a JPMorgan Chase nel 2012 nel caso noto come Balena di Londra?;Perse oltre 6 miliardi di dollari in un'operazione di copertura finanziaria basata su una catena di fogli Excel collegati tra loro
Chi era il trader soprannominato Balena di Londra coinvolto nel caso JPMorgan Chase?;Bruno Iksil
Quale errore tecnico contribuì alle perdite di JPMorgan Chase nel caso Balena di Londra?;Una formula divideva per la somma di due tassi invece che per la loro media sottostimando il rischio della posizione
Nella metafora dello schedario a cosa viene paragonata una cartella di lavoro con più fogli ben organizzati?;A uno schedario con cassetti etichettati in cui si trova subito ciò che serve
Cosa accadde a Public Health England tra settembre e ottobre 2020 a causa del formato di un file Excel?;Non riuscì a includere nei bollettini 15.841 casi positivi di Covid-19 perché il file era salvato nel formato .xls con un limite di 65.536 righe
Quale conseguenza ebbe sul tracciamento dei contagi l'errore di Public Health England del 2020?;Circa 48.000 persone entrate in contatto con quei pazienti non furono avvisate in tempo
Nella metafora del barattolo a cosa viene paragonato salvare un file nel formato giusto?;A conservare una raccolta in un barattolo della misura adatta perché se è troppo piccolo qualcosa trabocca e va perso
