Cosa racconta il paradosso dell'auto descritto nel libro La psicologia dei soldi di Morgan Housel applicato ai social?;Come un dettaglio che per il proprietario sembra insignificante come un post o un Mi piace può diventare per chi lo analizza una preziosa fonte di informazioni
Cosa dimostrò il caso Cambridge Analytica del 2018 riguardo ai social media?;Che dati apparentemente banali come i Mi piace e le interazioni sui social possono avere un enorme valore se analizzati su larga scala per creare profili psicologici e messaggi politici personalizzati
Con la metafora della vetrina a cosa vengono paragonati i contenuti pubblicati sui social?;A oggetti esposti che singolarmente dicono poco ma insieme raccontano cosa vende il negozio a chi si rivolge e quale immagine vuole trasmettere
Come mostra l'esempio delle due persone con interessi diversi che i social permettono di dedurre le preferenze degli utenti?;Osservando le pagine seguite i Mi piace e i contenuti guardati anche senza dichiarazioni esplicite è possibile comprendere con precisione gli interessi di una persona
Come fu possibile risalire all'identità e alla zona di residenza della ragazza nell'esempio del profilo Instagram anonimo?;Attraverso i luoghi taggati nei post e una fotografia in ospedale in cui erano leggibili nome cognome e nome dell'ospedale
Cosa illustra l'esempio del monumento riconosciuto tramite intelligenza artificiale nel caso dell'oversharing?;Come sia possibile risalire al luogo di lavoro di una persona analizzando i dettagli visibili sullo sfondo di una fotografia pubblicata online
Cosa accadde nel 2022 alla streamer Amouranth in relazione all'oversharing?;Fu vittima di un'aggressione nella propria abitazione da parte di persone che avevano ricostruito informazioni sulla sua vita privata e sui suoi guadagni tramite i contenuti pubblicati online
Con la metafora del puzzle a cosa viene paragonato l'oversharing?;A tanti piccoli tasselli che presi singolarmente dicono poco ma che uniti fanno emergere un'immagine completa e riconoscibile della persona
Come riuscì un malintenzionato a impossessarsi dell'account email nell'esempio quotidiano sul furto di identità?;Raccogliendo informazioni pubblicate sui social come data di nascita nome del cane e scuola frequentata per indovinare le risposte alle domande di recupero dell'account
Cosa accadde nel 2020 agli account Twitter di personalità come Elon Musk Barack Obama e Bill Gates?;Furono compromessi tramite tecniche di social engineering rivolte ai dipendenti della piattaforma e utilizzati per pubblicare messaggi fraudolenti che promettevano falsi rimborsi in criptovalute
Con la metafora delle chiavi di casa copiate a cosa viene paragonato il furto di identità?;A qualcuno che realizza una copia delle chiavi e si presenta ai vicini fingendo di essere il proprietario convincendo gli altri di essere davvero quella persona
Come riuscì a limitare i danni la persona dell'esempio quotidiano dopo aver scoperto un accesso sospetto al proprio account?;Cambiando subito la password chiudendo le sessioni attive e attivando l'autenticazione a più fattori
Cosa accadde nel 2021 alla piattaforma di streaming Twitch?;Subì una grave violazione dei dati che portò alla pubblicazione online di numerose informazioni interne della società
Con la metafora della serratura sostituita a cosa viene paragonato un account compromesso?;A tornare a casa e trovare la serratura cambiata da un estraneo che ora decide chi può entrare
Cosa successe al recruiter che trovò online un vecchio post aggressivo pubblicato dieci anni prima da un candidato?;Decise di non proseguire la selezione lavorativa a causa di quel contenuto trovato online senza conoscerne il contesto originale
Cosa dimostra l'esempio della foto di un'amica condivisa senza permesso e poi eliminata?;Che anche dopo aver eliminato un contenuto alcune copie possono continuare a circolare online sfuggendo al controllo di chi lo ha pubblicato
Cosa accadde nel 2018 alla giornalista statunitense Roseanne Barr in relazione alla reputazione digitale?;Perse il proprio ruolo nella serie televisiva Roseanne dopo la pubblicazione di un tweet considerato offensivo dimostrando come un singolo contenuto possa avere conseguenze immediate sulla reputazione professionale
Con la metafora delle impronte sulla neve a cosa viene paragonata la reputazione digitale?;Alle impronte lasciate ad ogni passo alcune destinate a scomparire e altre a restare visibili a lungo proprio come le tracce che lasciamo online
