Cos'è la privacy digitale?;Il diritto di controllare come i propri dati personali vengono raccolti utilizzati e condivisi online
Cosa sono i dati personali?;Qualsiasi informazione che permette di identificare direttamente o indirettamente una persona fisica
Cosa significa l'acronimo GDPR?;General Data Protection Regulation cioè Regolamento Generale sulla Protezione dei Dati
Cos'è il GDPR?;La normativa dell'Unione Europea che stabilisce come i dati personali devono essere raccolti utilizzati conservati e protetti
In che anno è entrato in vigore il GDPR?;Nel 2018
Cosa sono i cookie?;Piccoli file di dati salvati dal browser che permettono ai siti web di ricordare alcune informazioni sull'utente durante la navigazione
Qual è il termine tecnico che indica i cookie?;HTTP cookie
Cosa sono i cookie di prima parte?;Cookie creati direttamente dal sito visitato e utili al funzionamento del servizio
Cosa sono i cookie di terza parte?;Cookie creati da servizi esterni collegati al sito usati per analisi statistiche o pubblicità personalizzata
Cos'è il tracciamento online?;L'utilizzo dei cookie per osservare il comportamento di un utente come le pagine visitate gli interessi e le abitudini di navigazione
Cos'è la profilazione?;Il processo automatizzato di analisi dei dati personali per valutare prevedere o influenzare comportamento preferenze o abitudini di una persona
Cosa sono i diritti digitali?;Le facoltà riconosciute agli individui per accedere controllare correggere e cancellare i propri dati personali nei sistemi digitali
Cos'è il diritto di accesso?;Il diritto di chiedere quali dati vengono raccolti su di sé
Cos'è il diritto di rettifica?;Il diritto di correggere dati personali sbagliati
Cos'è il diritto alla cancellazione o diritto all'oblio?;Il diritto di chiedere in alcuni casi che i propri dati vengano eliminati
Cos'è il diritto alla portabilità?;Il diritto che consente di spostare i propri dati da un servizio a un altro
Cos'è il diritto di opposizione?;Il diritto di rifiutare che i propri dati vengano usati per uno scopo specifico
Cos'è il diritto alla limitazione del trattamento?;Il diritto che permette di sospendere temporaneamente l'utilizzo dei dati in situazioni specifiche
Cos'è il Chat Control?;Il nome usato nel dibattito europeo per indicare proposte normative che mirano a contrastare la diffusione online di materiale illegale tramite sistemi automatici di rilevazione
Da quale anno l'Unione Europea discute le proposte di Chat Control?;Dal 2022
Cos'è la crittografia end-to-end?;Un sistema che permette solo al mittente e al destinatario di leggere il contenuto delle comunicazioni
Quali sono i tre principi fondamentali del GDPR?;Trasparenza minimizzazione e responsabilità
Cosa significa il principio di trasparenza nel GDPR?;La persona deve sapere cosa succede ai propri dati
Cosa significa il principio di minimizzazione nel GDPR?;Devono essere raccolti soltanto i dati necessari
Cosa significa il principio di responsabilità nel GDPR?;Chi raccoglie informazioni deve anche proteggerle
Cos'è una filter bubble?;Un ambiente informativo personalizzato in cui si viene esposti prevalentemente a contenuti coerenti con i propri interessi
Cos'è una echo chamber?;Una condizione in cui le proprie convinzioni vengono continuamente confermate dall'esposizione ripetuta a idee simili
Cos'è il function creep?;L'estensione delle funzionalità originali di un sistema oltre lo scopo per cui era stato creato
