In che anno Microsoft assunse i due programmatori che svilupparono Word?;Nel 1981
Chi sono i due programmatori assunti da Microsoft per sviluppare Word?;Charles Simonyi e Richard Brodie
Da quale laboratorio di ricerca provenivano Simonyi e Brodie?;Dai laboratori di ricerca Xerox
Qual era il primo editor di testo WYSIWYG mai realizzato?;Il Bravo
Con quale nome fu messo in commercio Word nel 1983?;Multi-Tool Word
Per quali sistemi operativi fu pensato inizialmente Multi-Tool Word?;Xenix e MS-DOS
Quali erano i due principali concorrenti di Word alla sua uscita?;WordPerfect e WordStar
Cosa distinse Word fin dall'inizio dai programmi di videoscrittura più antichi?;Il principio WYSIWYG ereditato dal Bravo
A cosa viene paragonata la scrittura su Word nella metafora dello smartphone?;A scattare una foto con uno smartphone guardando lo schermo mentre si inquadra
A cosa viene paragonata la scrittura sulla vecchia macchina da scrivere?;A fotografare con una macchina a pellicola completamente alla cieca
Fino a quale anno le versioni di Office si basavano su menu a tendina e barre degli strumenti separate?;Fino al 2006
Con quale versione di Office fu introdotta la barra multifunzione (Ribbon)?;Con Office 2007
Come sono organizzati i comandi nella barra multifunzione?;In schede organizzate per compito come "Home"
Come reagirono alcuni utenti all'introduzione della barra multifunzione?;Con resistenza al punto da creare componenti aggiuntivi per ripristinare l'aspetto classico
A cosa viene paragonata la scelta tra foglio bianco e modello?;A costruire una casa da zero oppure comprare una casa già arredata
In che anno Christopher Latham Sholes brevettò una delle prime macchine da scrivere pratiche?;Nel 1868
Insieme a chi Sholes brevettò la macchina da scrivere?;Carlos Glidden e Samuel Soulé
Come erano disposte le lettere nel primissimo prototipo di macchina da scrivere?;In semplice ordine alfabetico
A chi vendette Sholes nel 1873 i diritti della disposizione QWERTY?;Alla Remington
Con quale nome fu commercializzata la prima macchina da scrivere con tastiera QWERTY?;Remington No. 1 nota anche come Sholes and Glidden
Qual è la spiegazione più diffusa sull'origine della disposizione QWERTY?;Distanziare le coppie di lettere più usate per evitare che i martelletti meccanici si incastrassero
Quale spiegazione alternativa più recente è stata proposta per l'origine del QWERTY?;Un'origine legata alle esigenze dei telegrafisti che trascrivevano il codice Morse
A cosa viene paragonata la tastiera nella metafora della centralinista?;A una centralinista che riceve chiamate e le smista al reparto giusto
Da quale dispositivo meccanico deriva il tasto INVIO?;Dalla leva del ritorno carrello delle macchine da scrivere
Con quale macchina da scrivere elettrica la leva del ritorno carrello diventò un tasto vero e proprio?;Con la IBM Electric
In che anno nacque il tasto SHIFT?;Nel 1878
Con quale macchina da scrivere nacque il tasto SHIFT?;Con la Remington No. 2
Perché la Remington No. 2 fu importante per la scrittura in maiuscolo?;Fu la prima macchina da scrivere capace di stampare sia lettere maiuscole sia minuscole
Da quale dispositivo deriva il tasto CTRL?;Dalla telescrivente
Cosa introdusse per prima la telescrivente rispetto ai codici?;Tasti capaci di generare codici di controllo invece di caratteri
A cosa vengono paragonati i tasti di comando nella metafora dei segnali stradali?;Ai segnali stradali silenziosi che accompagnano una strada senza farne parte
Cosa deve scrivere Marco all'inizio del modulo?;Un cartello per la vetrina del negozio con scritto "Chiuso per inventario si riapre lunedì"
Cosa si ottiene premendo ALT + 67?;Il carattere C tramite un codice ASCII
Cosa si ottiene premendo ALT GR + E?;Il simbolo €
Cosa si ottiene premendo il tasto a destra della L da solo con SHIFT e con ALT GR?;Da solo ò con SHIFT ç e con ALT GR @
