Cos'è un elaboratore di testi?;Un programma che permette di scrivere modificare e impaginare documenti sullo schermo prima di stamparli o condividerli
Cosa significa la sigla WYSIWYG?;What You See Is What You Get cioè "quello che vedi è quello che ottieni"
Quali sono due elaboratori di testi diversi da Word?;OpenOffice Writer e Google Docs
Cos'è la schermata iniziale di Word?;La finestra che compare a ogni avvio del programma prima di aprire un documento specifico
Cos'è un documento vuoto in Word?;Un foglio digitale completamente bianco senza nulla di preimpostato
Cos'è un modello (template) in Word?;Un documento già pronto con formattazione colori e struttura già decisi da chi lo ha creato
Cosa sono i temi grafici di un modello?;Variazioni di colore e stile applicate alla stessa struttura di base
Come è orientato di solito il foglio di un documento di testo?;In verticale
Cosa sono i margini di un foglio?;Lo spazio bianco ai bordi che delimita l'area effettiva in cui si può scrivere
Cos'è la tastiera?;La principale periferica di input per la scrittura
Come converte la tastiera la pressione di un tasto?;In un segnale che il computer interpreta come carattere o comando
Da cosa prende il nome la disposizione QWERTY?;Dalle prime sei lettere della riga superiore della tastiera
Quali lettere aggiunge la tastiera italiana rispetto a quella originale inglese?;Le lettere accentate à è ì ò ù
Cosa fa il tasto INVIO?;Chiude la riga corrente e ne apre una nuova
Cosa fa il tasto SHIFT?;Restituisce la versione maiuscola della lettera o un simbolo alternativo se premuto insieme a un altro tasto
Cosa fa il tasto CAPS LOCK?;Blocca il maiuscolo senza dover tenere premuto SHIFT a ogni lettera
Cosa fa il tasto CTRL?;Cambia il significato del tasto premuto insieme a lui senza scrivere nulla da solo
Cosa fa il tasto CANC?;Elimina il carattere alla destra del cursore
Cosa fa il tasto BACKSPACE?;Elimina il carattere alla sinistra del cursore
Cosa fa la barra spaziatrice?;Inserisce uno spazio vuoto tra le parole
Cosa significa il tasto ALT?;Alternate cioè alternativo
Cosa significa il tasto ALT GR?;Alternative Graphics cioè grafica alternativa
Cosa fa il tasto TAB?;Sposta il cursore in avanti di uno scatto preciso
A cosa serve principalmente il tasto ALT GR?;Ad accedere ai simboli speciali indicati sul tasto come € @ # e le parentesi graffe e quadre
Cosa distingue scrivere in modo disordinato dall'impaginare in modo strutturato?;Impaginare significa organizzare il testo in un documento coerente con una gerarchia visibile e un ordine logico
