Cosa sono le istruzioni nel Prompt Engineering?;Le indicazioni che forniamo a un sistema di AI per dirgli cosa deve fare come deve farlo e quale risultato vogliamo ottenere
Cosa significa scrivere istruzioni efficaci nel Prompt Engineering?;Trasformare una richiesta generica in una richiesta chiara precisa e orientata al risultato
Una buona istruzione deve essere necessariamente lunga?;No deve essere soprattutto chiara e ridurre l'ambiguità
Cosa possiamo specificare in un'istruzione secondo il modulo?;Il compito da svolgere il formato della risposta il livello di approfondimento lo stile linguistico o eventuali vincoli
Cos'è il contesto nel Prompt Engineering secondo il punto di vista dell'utente?;L'insieme delle informazioni che forniamo all'AI per farle comprendere meglio la situazione l'obiettivo e i dati necessari
Qual è la differenza tra istruzione e contesto?;L'istruzione indica cosa fare mentre il contesto fornisce gli elementi necessari per farlo in modo appropriato
Un contesto molto lungo è sempre utile?;No un contesto eccessivamente lungo confuso o contraddittorio può rendere più difficile ottenere una risposta utile
Cos'è il ruolo nel Prompt Engineering?;L'identità la prospettiva o la funzione che chiediamo all'AI di assumere durante lo svolgimento di un compito
Assegnare un ruolo all'AI garantisce competenza reale?;No il ruolo modifica il modo in cui il sistema costruisce la risposta ma non rende automaticamente vere le informazioni prodotte
Cosa può combinare un buon prompt secondo il modulo?;Istruzioni contesto e ruolo
Cosa sono gli esempi nel Prompt Engineering?;Uno o più casi dimostrativi inseriti nel prompt per mostrare all'AI come svolgere un compito o quale formato utilizzare
Cos'è il few-shot prompting?;Una tecnica che consiste nel fornire pochi esempi nel prompt
Cos'è lo zero-shot prompting?;Una tecnica che consiste nel chiedere un compito senza fornire esempi specifici
Per cosa possono essere utilizzati gli esempi oltre a mostrare uno schema?;Per controllare il formato della risposta
Cosa sono le tecniche avanzate di Prompt Engineering?;Strategie utilizzate per strutturare richieste complesse guidare il modello attraverso più passaggi e migliorare la qualità delle risposte
Cosa significa scomporre un compito nel Prompt Engineering?;Suddividere una richiesta complessa in una sequenza di passaggi più piccoli e strutturati
Cosa significa l'espressione Divide et impera?;Dividi e governa cioè separare un problema complesso in parti più semplici
Un prompt sofisticato elimina automaticamente le allucinazioni?;No un prompt sofisticato non elimina le allucinazioni gli errori logici o le informazioni inventate dal modello
Cos'è un progetto con l'AI?;Un'attività articolata in più fasi nella quale l'intelligenza artificiale viene utilizzata come strumento di supporto per raggiungere un obiettivo preciso
Qual è la differenza tra un prompt e un progetto?;Un prompt cerca di ottenere una risposta mentre un progetto organizza una serie di attività per raggiungere un risultato
