Chi sviluppò Bravo allo Xerox PARC insieme a Charles Simonyi?;Butler Lampson e colleghi
In che data divenne operativo Bravo sul computer Xerox Alto?;Il 14 settembre 1974
Chi inventò il mouse usato da Bravo?;Douglas Engelbart
Chi aggiunse a Bravo il doppio clic per selezionare una parola?;Il ricercatore Tim Mott
In che anno e in quale città Aldo Manuzio pubblicò l'edizione di Virgilio con il primo carattere corsivo?;Nel 1501 a Venezia
Chi disegnò il carattere corsivo per Aldo Manuzio?;L'incisore Francesco Griffo
Perché il carattere corsivo era vantaggioso per Manuzio?;Perché essendo più compatto permetteva di stampare più testo nella stessa pagina
Chi scrisse nel 1929 l'articolo che criticava la tipografia del Times di Londra?;Il tipografo britannico Stanley Morison
Chi disegnò materialmente il font Times New Roman?;Il grafico Victor Lardent
Su quale font più vecchio si basò il Times New Roman?;Sul font Plantin
In che periodo debuttò il Times New Roman sulle pagine del Times?;Nell'ottobre del 1932
Quale origine alternativa per il Times New Roman emerse da ricerche del 1994?;Un disegno del 1904 di William Starling Burgess
Quale Bibbia fu tra i primi grandi testi con allineamento giustificato su entrambi i lati?;La Bibbia a 42 linee di Johannes Gutenberg
In che periodo fu completata la Bibbia a 42 linee di Gutenberg?;Attorno al 1455
Come otteneva Gutenberg il testo giustificato senza spazi di larghezza variabile?;Variando la larghezza della punteggiatura usando legature e abbreviazioni
Da quale settore industriale deriva il termine boilerplate alla base dei modelli di documento?;Dalla siderurgia
Cosa indicava originariamente il termine boilerplate nell'Ottocento?;Le lastre di acciaio standardizzate usate per costruire le caldaie a vapore
Chi sviluppò il sistema GML nel 1969 per IBM?;Charles Goldfarb insieme a Edward Mosher e Raymond Lorie
In che anno Goldfarb sviluppò lo SGML?;Nel 1974
In che anno lo SGML divenne standard internazionale ISO?;Nel 1986
Su quali basi fu costruito l'HTML alla fine degli anni Ottanta?;Sulle basi poste dallo SGML
Da quale termine tipografico inglese deriva il nome leading dato all'interlinea?;Da lead cioè piombo
Chi introdusse verso il 1772 un sistema sistematico per calcolare gli spessori dei listelli di piombo?;Lo svizzero Wilhelm Haas
Come veniva chiamato in origine il simbolo del pilcrow nell'antica Grecia?;Paragraphos
Da quale lettera latina derivò il pilcrow verso il II secolo?;Dalla lettera K iniziale di kaput
Da quale lettera derivò poi il pilcrow entro il XII secolo?;Dalla lettera C iniziale di capitulum
Chi arricchiva il pilcrow con aste verticali nei manoscritti medievali?;Gli amanuensi rubricatori
In che anno Edward Hess brevettò un sistema di tabulazione con arresti fissi?;Nel 1904
Per quale azienda lavorava Edward Hess quando brevettò il sistema di tabulazione?;Per la Royal Typewriter Company
In che anno James Koca brevettò il meccanismo di tabulazione impostabile dalla tastiera?;Nel 1940
A cosa viene paragonata la formattazione del carattere nella metafora del tono di voce?;Al tono della voce che comunica cose diverse pur restando fatto delle stesse parole
A cosa viene paragonato scegliere un font nella metafora del colloquio di lavoro?;A scegliere l'abito per un colloquio di lavoro
A cosa vengono paragonati gli stili nella metafora dell'uniforme aziendale?;A un'uniforme aziendale che cambia aspetto a tutti insieme se l'azienda la modifica
A cosa viene paragonato il pilcrow nella metafora della radiografia?;Ai raggi X che rendono visibile una struttura normalmente nascosta
A cosa vengono paragonate le tabulazioni nella metafora dei binari?;Ai binari di un treno che garantiscono un tragitto identico indipendentemente da chi guida
Perché usare più INVIO consecutivi per creare spazio tra paragrafi è un errore?;Perché crea paragrafi vuoti che cambiano dimensione in modo imprevedibile se si modifica il font
Cosa scopre Marco attivando il pilcrow sul proprio listino?;Di aver lasciato tre spazi consecutivi invece di una tabulazione tra il nome di un ricambio e il prezzo
