Con la metafora dello chef a cosa viene paragonata l'AI generativa?;A uno chef che dopo aver cucinato migliaia di ricette inventa un piatto nuovo utilizzando ciò che ha imparato invece di copiarne uno esistente
Cosa accadde nel 2023 con le immagini che mostravano Donald Trump inseguito e arrestato dalla polizia?;Erano immagini generate con l'Intelligenza Artificiale e mai accadute realmente ma vennero condivise da molte persone come se rappresentassero un fatto vero
Perché il caso delle immagini di Donald Trump del 2023 è un esempio efficace di come funziona un deepfake?;Perché sfruttava un fatto reale ovvero i procedimenti giudiziari in corso per costruire attorno ad esso una scena falsa rendendo il contenuto più credibile
Cosa accadde nel 2025 alla ragazza italiana Arianna Petti?;Alcune sue fotografie pubblicate sui social furono utilizzate per creare immagini pornografiche false con l'Intelligenza Artificiale che vennero diffuse nella sua città insieme a dati personali e messaggi offensivi
Con la metafora della banconota contraffatta a cosa viene paragonato il deepfake?;A una copia molto ben realizzata che a prima vista sembra autentica e può trarre in inganno chi la riceve
Cosa accadde nel 2024 durante la campagna elettorale negli Stati Uniti riguardo a una telefonata con la voce di Joe Biden?;Circolò una registrazione con una voce quasi identica a quella del presidente che invitava gli elettori a non recarsi alle urne creata come deepfake vocale con l'Intelligenza Artificiale
Come vengono spesso sfruttate le clonazioni vocali nelle truffe alle aziende?;Alcuni criminali imitano la voce di dirigenti o responsabili per convincere dipendenti ad autorizzare bonifici o condividere informazioni riservate
Con la metafora della chiave identica a cosa viene paragonata la clonazione vocale?;A una chiave che sembra identica all'originale ma il fatto che assomigli non significa che provenga da una persona autorizzata
Cosa accadde nel marzo 2023 durante il fallimento della Silicon Valley Bank in relazione alle fake news?;Circolarono sui social informazioni false e allarmistiche su una presunta crisi di altre banche alimentando il panico tra correntisti e investitori
Perché il caso della Silicon Valley Bank dimostra che le fake news possono avere conseguenze concrete?;Perché una fake news in ambito finanziario può spingere migliaia di persone a ritirare denaro o vendere azioni aggravando una situazione già delicata
Con la metafora della voce che si diffonde in una scuola a cosa vengono paragonate le fake news?;A un fatto inventato raccontato da uno studente che si diffonde tra i compagni finché tutta la scuola lo considera vero anche se è completamente falso
Cosa illustra l'esempio quotidiano del messaggio WhatsApp sul virus che svuota il conto corrente?;Un messaggio allarmante che genera paura e viene condiviso senza verifica anche se in seguito risulta completamente falso
Con la metafora della filigrana invisibile a cosa viene paragonato il funzionamento di SynthID?;A una banconota con una filigrana che sembra identica alle altre a occhio nudo ma può essere verificata con strumenti adatti per accertarne l'autenticità
Come può essere usato uno strumento compatibile con SynthID nell'esempio di un'immagine virale?;Per verificare se un'immagine presentata come fotografia di un evento reale contiene un identificatore che ne segnala l'origine artificiale
Cosa illustra l'esempio quotidiano del messaggio vocale ricevuto da un amico che chiede denaro con urgenza?;Che una voce clonata con l'Intelligenza Artificiale può risultare indistinguibile da quella reale finché non si verifica direttamente con la persona
