Nella metafora del meccanico a cosa corrisponde il procedimento del troubleshooting?;Al controllare prima il carburante poi la batteria poi il motorino d'avviamento passando solo dopo a verifiche più complesse
Cosa dimostrò l'interruzione globale di Facebook Instagram e WhatsApp nel 2021?;Che anche nelle più grandi infrastrutture del mondo la risoluzione dei problemi richiede metodo analisi e verifiche sistematiche e non tentativi casuali
Perché scoprire che anche lo smartphone non riesce a navigare con il Wi-Fi di casa aiuta a individuare la causa di un problema?;Perché dimostra che il problema riguarda la connessione della rete domestica e non un singolo dispositivo
Cosa dimostrò l'episodio del 2022 in cui numerosi utenti non riuscivano ad accedere ai servizi di Cloudflare?;Che la connessione domestica degli utenti funzionava correttamente mentre il problema era concentrato nei server di un'infrastruttura remota condivisa da molti siti
Nella metafora della telefonata senza risposta a cosa corrisponde il confronto con altre persone o altri telefoni?;Al metodo per capire se il problema è il proprio telefono la rete telefonica o il destinatario applicato allo stesso modo nelle reti informatiche
Perché il riavvio del router ha risolto il problema quando la spia della connessione Internet era spenta mentre le altre erano accese?;Perché si trattava di un errore temporaneo che il riavvio è stato in grado di eliminare
Cosa capirono gli utenti italiani che nel 2021 verificarono prima le spie del router e altri dispositivi durante un guasto di rete?;Che il guasto era esterno alla rete domestica e non serviva modificare la configurazione del proprio sistema
Nella metafora della lampada che non si accende a cosa corrisponde il controllo della spina e dell'interruttore prima di chiamare un elettricista?;Alle verifiche più semplici da fare sempre per prime perché spesso risolvono il problema
Perché un Ping che risponde verso il router di casa ma non risponde verso un indirizzo Internet aiuta a isolare il problema?;Perché dimostra che il collegamento tra computer e router funziona mentre il problema riguarda la connessione verso Internet
In che modo il Ping fu utile durante il guasto globale di Facebook Instagram e WhatsApp del 4 ottobre 2021?;Perché i test mostrarono che numerosi sistemi dell'azienda risultavano irraggiungibili fornendo una delle prime indicazioni che il malfunzionamento riguardava l'infrastruttura e non i dispositivi degli utenti
Nella metafora del campanello a cosa corrisponde un Ping senza risposta?;Alle diverse possibili cause come nessuno in casa un campanello rotto o gli occupanti che scelgono di non aprire
Perché un percorso Traceroute che si interrompe lontano dalla rete domestica aiuta a capire l'origine di un problema?;Perché indica che l'interruzione non dipende dal computer o dal router di casa ma da un punto lungo il percorso Internet
Cosa causò nel 2008 l'irraggiungibilità temporanea di YouTube in molte parti del mondo?;Un errore di instradamento causato da un provider in Pakistan che deviò il traffico verso una destinazione sbagliata
Nella metafora della spedizione di un pacco a cosa corrisponde l'uso di Traceroute?;Al consultare il registro delle spedizioni per vedere in quale centro logistico si è fermato il viaggio senza sapere il motivo del blocco
Perché confrontare l'indirizzo IP del computer con quello dello smartphone ha aiutato a capire un problema di rete?;Perché ha mostrato che il computer non aveva ricevuto correttamente la configurazione dal router mentre lo smartphone aveva un indirizzo normale
Perché durante l'assistenza tecnica aziendale la verifica con Ipconfig permette spesso di individuare rapidamente un problema dopo un guasto del server DHCP?;Perché mostra subito se il dispositivo ha ricevuto un indirizzo temporaneo 169.254 invece di un indirizzo valido evitando interventi inutili su router o firewall
Nella metafora della lettera da spedire a cosa corrisponde il controllo di Ipconfig o Ifconfig?;Al controllare che l'indirizzo del mittente e del destinatario siano scritti correttamente sulla busta prima di pensare che le strade siano interrotte
Perché eseguire il Ping verso 8.8.8.8 e poi verso google.com permette di distinguere un problema di DNS da un problema di connessione?;Perché se il primo risponde e il secondo restituisce un errore la connessione funziona ma il computer non riesce a risolvere i nomi dei siti
Cosa dimostrò il malfunzionamento dei servizi DNS di Akamai nel 2021?;Che la rete degli utenti funzionava correttamente mentre era il sistema di risoluzione dei nomi a non indirizzare più correttamente verso i server giusti evidenziando l'importanza di distinguere un problema DNS da un guasto di connessione
Nella metafora del ristorante di cui si conosce solo il nome a cosa corrisponde il ruolo del DNS?;Al trasformare un nome in una destinazione precisa così che se il DNS smette di funzionare Internet continua a esistere ma diventa difficile raggiungere i siti
Cosa significa la sigla NOC?;Network Operation Center
Cosa fanno gli operatori nei Network Operation Center dei grandi provider Internet?;Gestiscono quotidianamente guasti che possono coinvolgere milioni di utenti seguendo procedure di troubleshooting standardizzate
Nella metafora del medico che formula una diagnosi a cosa corrisponde il metodo di diagnosi del troubleshooting?;Al raccogliere i sintomi misurare i parametri vitali e visitare il paziente prima di richiedere esami più approfonditi invece di prescrivere subito una cura
