Cosa significa l'acronimo ICT?;Information and Communication Technologies cioè Tecnologie dell'Informazione e della Comunicazione
Cosa indica il termine ICT?;L'insieme delle tecnologie che permettono di creare gestire conservare e trasmettere informazioni
Quali sono i tre elementi che compongono l'ICT?;Information Communication e Technology
Cosa si intende per Information nell'ICT?;I dati come foto messaggi video e numeri
Cosa si intende per Communication nell'ICT?;Lo scambio dei dati per esempio tramite chat email o social
Cosa si intende per Technology nell'ICT?;Gli strumenti fisici e digitali come dispositivi reti e software
Quali sono i quattro pilastri su cui si regge l'ICT?;Dispositivi software reti e dati
Quali rischi concreti può comportare l'utilizzo dell'ICT?;Dipendenza digitale perdita di privacy fake news e cyber attacchi
Su quali due pilastri complementari si regge l'informatica?;Hardware e software
Cos'è l'hardware di un computer?;Tutto ciò che è fisico e tangibile come tastiera schermo mouse e componenti interni
Cos'è il software di un computer?;L'insieme dei programmi e delle istruzioni che lo fanno funzionare
Perché hardware e software non possono funzionare separatamente?;Perché l'hardware senza software resta fermo e il software senza hardware non ha nulla su cui essere eseguito
Cos'è un computer secondo la definizione generale?;Un dispositivo elettronico capace di ricevere elaborare conservare e restituire informazioni seguendo istruzioni
Quali sono le quattro principali tipologie di computer?;Desktop laptop tablet e smartphone
Cos'è un computer desktop?;Un computer fisso potente ed espandibile pensato per restare in un unico posto
Cos'è un laptop?;Un computer portatile con tutti i componenti integrati in un unico corpo
Cos'è un tablet?;Un dispositivo leggero con schermo touchscreen pensato per un uso rapido e mobile
Cos'è uno smartphone secondo la sua definizione?;Il dispositivo mobile per eccellenza sempre a portata di mano
Cosa sono le periferiche di input?;I dispositivi che permettono di inserire dati e comandi nel computer
Quali sono esempi di periferiche di input?;Tastiera mouse microfono scanner e fotocamera
Cosa significa l'acronimo ASCII?;American Standard Code for Information Interchange
A cosa serve lo standard ASCII?;A tradurre ogni carattere digitato in un codice numerico
Cos'è un bit?;La più piccola unità di informazione che può assumere solo il valore 0 o 1
Da cosa deriva il termine bit?;Dall'inglese binary digit cioè cifra binaria
Quanti bit sono necessari per rappresentare una lettera?;Otto bit
Cosa sono le periferiche di output?;I dispositivi attraverso cui il computer restituisce informazioni all'utente dopo averle elaborate
Quali sono le principali periferiche di output?;Schermo casse audio e stampante
Qual è la regola generale che distingue input e output?;Tutto ciò che entra nel computer è input mentre tutto ciò che ne esce è output
A cosa serve la stampante come periferica di output?;A trasferire l'informazione digitale su carta
