Cosa sono le transizioni in PowerPoint?;Effetti applicati al passaggio da una diapositiva alla successiva
Cosa sono le animazioni in PowerPoint?;Effetti applicati ai singoli elementi all'interno di una stessa diapositiva per farli comparire muoversi o scomparire in un momento preciso
Da dove si sceglie l'effetto di transizione tra due diapositive?;Dalla scheda Transizioni
Cosa si può impostare per una transizione oltre al tipo di effetto?;La durata un eventuale suono e se applicarla a tutte le diapositive o solo a quella selezionata
In che modo può avvenire il passaggio tra due diapositive durante una presentazione?;Con un clic del mouse oppure automaticamente dopo un tempo stabilito
A cosa si applicano le animazioni rispetto alle transizioni?;A un singolo oggetto come un titolo un'immagine o una riga di un elenco invece che al passaggio tra diapositive
Cosa possono governare le animazioni applicate a un oggetto?;L'entrata l'enfasi durante la diapositiva o l'uscita dell'oggetto
A cosa serve il riquadro Animazione in PowerPoint?;A vedere e riordinare tutti gli effetti applicati a una diapositiva
Qual è la regola pratica sull'uso di transizioni e animazioni?;Un effetto usato con misura guida l'attenzione mentre troppi effetti diversi distraggono il pubblico
Cosa sono le note per il relatore in PowerPoint?;Testi collegati a ciascuna diapositiva visibili solo a chi presenta e mai al pubblico
Dove si scrivono le note per il relatore in PowerPoint?;In un riquadro sotto ogni diapositiva nella vista Normale
Cosa mostra la visualizzazione Presentatore durante una proiezione?;La diapositiva corrente insieme alle proprie note al relatore mentre il pubblico vede solo la diapositiva a schermo intero
Cosa significa nascondere una diapositiva in PowerPoint?;Escluderla temporaneamente dalla presentazione dal vivo senza eliminarla dal file
Come si nasconde una diapositiva in PowerPoint?;Con un clic destro sulla sua miniatura
Cosa stabilisce il formato di una diapositiva?;Le sue proporzioni come 16:9 o 4:3 e il suo orientamento orizzontale o verticale
Da dove si imposta il formato di una presentazione in PowerPoint?;Da Progettazione Dimensioni diapositiva
Quale orientamento hanno di solito le diapositive e quando conviene cambiarlo?;Quasi sempre orizzontale ma può essere cambiato in verticale per contesti come una locandina da stampare
Quali formati di stampa pensati per la carta offre PowerPoint oltre alla presentazione intera?;Volantini pagine di note e la sola struttura testuale
Cosa mostrano i volantini quando si stampa una presentazione?;Più diapositive per pagina utili come promemoria per il pubblico
Cosa mostrano le pagine di note quando si stampa una presentazione?;Una diapositiva per pagina con le proprie note scritte sotto
Come si avvia una presentazione dall'inizio in PowerPoint?;Premendo il tasto F5 oppure scegliendo Dall'inizio nella scheda Presentazione
Come si avvia una presentazione da una diapositiva specifica?;Scegliendo Dalla diapositiva corrente dopo averla selezionata nel pannello a sinistra
Come si passa alla diapositiva successiva durante una presentazione dal vivo?;Con un clic del mouse la barra spaziatrice o la freccia destra
Come si torna alla diapositiva precedente durante una presentazione dal vivo?;Con la freccia sinistra
Come si può saltare direttamente a una diapositiva qualsiasi durante una presentazione dal vivo?;Con il tasto destro del mouse che apre un menu da cui scegliere qualunque diapositiva
Come si termina una presentazione dal vivo in qualunque momento?;Premendo il tasto Esc
