Cosa accadde per caso nel 1896 mentre Georges Méliès filmava una strada di Parigi?;La cinepresa si inceppò e quando ripartì un autobus si era trasformato nel filmato in un carro funebre
Quale tecnica iniziò a sperimentare Méliès dopo quell'incidente casuale?;La doppia esposizione sovrapponendo la fine di un'inquadratura all'inizio della successiva
In quale film del 1899 Méliès applicò per la prima volta la dissolvenza come vera transizione tra scene?;Cenerentola Cendrillon
A cosa serviva la dissolvenza introdotta da Méliès rispetto ai tagli netti?;Ad aiutare il pubblico a percepire la continuità del tempo tra una scena e l'altra
Nella metafora del DJ a cosa viene paragonata una transizione tra diapositive?;Allo stacco musicale tra due canzoni che accompagna l'ascoltatore senza spezzare l'atmosfera
Chi si rivolse nel 1949 al dirigente Irving Kahn temendo di dimenticare lunghe battute in televisione?;L'attore di Broadway Fred Barton Jr.
Chi costruì il dispositivo meccanico che divenne il primo teleprompter?;L'ingegnere elettronico Hubert Schlafly
Come funzionava il dispositivo costruito da Schlafly per aiutare gli attori in televisione?;Faceva scorrere su un rotolo di carta continuo il testo da leggere posizionato accanto all'obiettivo della cinepresa
Quando fu usato per la prima volta in diretta il TelePrompTer e in quale programma?;Il 4 dicembre 1950 nella soap opera The First Hundred Years
Chi fu il primo politico a usare pubblicamente il teleprompter nel 1952?;L'ex presidente Herbert Hoover alla Convention Repubblicana di Chicago
Nella metafora del copione teatrale a cosa vengono paragonate le note per il relatore?;Al copione che un attore conosce a memoria ma tiene comunque a portata di mano dietro le quinte
Per quale ente lavorava nel 1984 l'ingegnere Kerns H. Powers quando calcolò il rapporto 16:9?;Per la SMPTE Society of Motion Picture and Television Engineers
A cosa corrisponde matematicamente il rapporto 16:9 secondo il calcolo di Kerns H. Powers?;Alla media geometrica tra il formato televisivo 4:3 e quello cinematografico più diffuso
Quando fu formalizzato negli Stati Uniti il formato 16:9 come standard per l'alta definizione?;Nel 1996 dalla Commissione Federale delle Comunicazioni
Nella metafora della fotografia a cosa viene paragonata la scelta del formato di una presentazione?;Alla scelta dell'inquadratura giusta per una fotografia che decide cosa alla fine si vede davvero
Cosa indicava originariamente il termine keynote alla fine del Seicento?;La nota fondamentale di una tonalità musicale su cui si costruisce l'intero brano
A quale anno l'Oxford English Dictionary data il passaggio del termine keynote al significato di idea centrale di un discorso?;Al 1763
In quale contesto statunitense dell'Ottocento si affermò il termine keynote address nel senso odierno?;Nel contesto delle convention politiche dei partiti
Quale azienda scelse il termine Keynote come nome del proprio software di presentazione?;Apple
Nella metafora dello strumento musicale a cosa viene paragonato presentare dal vivo?;A suonare uno strumento davanti a un pubblico dopo aver provato a lungo da soli mostrando solo il risultato finale
