Cos'è la sicurezza quotidiana?;L'insieme di comportamenti che proteggono dispositivi dati e identità digitale nelle attività di ogni giorno
Su quali tre livelli si gioca la sicurezza di smartphone e tablet?;Accesso aggiornamenti e consapevolezza
Cosa rende particolarmente esposti smartphone e tablet secondo il testo?;Il fatto di essere sempre connessi e quasi sempre sbloccati
Cosa sono le app sicure?;Applicazioni verificate affidabili e aggiornate che rispettano criteri di protezione dei dati riducendo il rischio di malware o furti di informazioni
Perché scaricare app dagli store ufficiali è una buona pratica di sicurezza?;Perché i controlli effettuati dai gestori degli store riducono notevolmente il rischio anche se non lo eliminano completamente
Cosa bisogna verificare prima di installare un'app secondo il testo?;Lo sviluppatore i permessi richiesti e mantenere l'app aggiornata
Cosa sono i QR Code malevoli?;Codici QR manipolati o creati con l'intento di reindirizzare l'utente verso siti fraudolenti download pericolosi o azioni non desiderate
Cosa significa l'acronimo QR Code?;Quick Response Code ossia Codice a risposta rapida
Perché l'occhio umano non può valutare la sicurezza di un QR Code?;Perché non può leggere realmente il contenuto nascosto e non sa quale indirizzo o azione si attiverà dopo la scansione
Cosa sono le chiavette USB?;Dispositivi di memoria rimovibili utilizzati per archiviare e trasferire dati che se provenienti da fonti non affidabili possono contenere file dannosi
Cos'è l'USB baiting?;Una tecnica in cui un attaccante lascia una chiavetta USB in un luogo pubblico con un nome invitante per indurre la vittima ad aprirla
Cosa sono i download e gli allegati in ambito di sicurezza informatica?;File scaricati o ricevuti tramite Internet email o app di messaggistica che se provenienti da fonti non affidabili possono contenere malware
Da cosa dipende il rischio di un file secondo il testo?;Non dall'aspetto del file ma da ciò che accade quando viene aperto
Qual è la migliore difesa prima di aprire un allegato o avviare un download?;Fermarsi verificare chi lo ha inviato e controllare che il contesto sia coerente
Cosa sono le reti Wi-Fi pubbliche?;Connessioni wireless accessibili a molte persone spesso offerte in luoghi pubblici la cui sicurezza dipende da come sono configurate e gestite
In cosa vengono divisi i dati quando navighiamo online?;In piccole unità chiamate pacchetti che passano attraverso diversi punti come il router o l'access point Wi-Fi
Cos'è uno sniffer?;Uno strumento di monitoraggio utilizzato da un attaccante per osservare i pacchetti che attraversano una connessione di rete
Cosa significa l'acronimo VPN?;Virtual Private Network ossia Rete Privata Virtuale
Cosa fa una VPN?;Crea un collegamento cifrato tra il dispositivo dell'utente e un server VPN proteggendo il traffico soprattutto su reti pubbliche
Da cosa non protegge una VPN secondo il testo?;Non protegge da phishing malware siti fraudolenti o comportamenti poco sicuri
