Perché inviare un contenuto digitale significa perderne in parte il controllo?;Perché può essere salvato inoltrato fotografato con un altro dispositivo o caricato su un cloud anche dopo essere stato cancellato dalla conversazione originale
Cosa accadde ad Amanda Todd e quale insegnamento offre il suo caso?;Fu manipolata da un adulto che la indusse a mostrarsi in webcam e poi diffuse l'immagine per ricattarla mostrando che un contenuto può continuare a circolare anche quando la persona vorrebbe farlo sparire
A cosa viene paragonato il consenso condiviso nella metafora della chiave di casa?;A concedere l'accesso a una persona senza per questo autorizzarla a farne copie e distribuirle a chiunque
Perché la pressione emotiva può trasformare una richiesta apparentemente innocua in una forma di manipolazione?;Perché la scelta non è più completamente libera quando nasce dalla paura di perdere qualcuno o dal senso di colpa
Perché la fiducia in una relazione non è una garanzia tecnica di sicurezza per un contenuto digitale?;Perché una relazione può finire un telefono può essere rubato o un account può essere compromesso
Cosa dimostra il caso di Amanda Todd riguardo alla differenza tra una scelta libera e una scelta ottenuta con manipolazione?;Che la prima immagine non nacque da una libera decisione ma da una manipolazione che trasformò la fiducia in uno strumento di controllo
A cosa viene paragonata la condivisione di un contenuto intimo nella metafora del segreto confidato in una stanza chiusa?;Al raccontare un segreto a un amico senza per questo dargli il permesso di urlarlo davanti a tutti
Cosa accadde nel Regno Unito nel 2023 riguardo alla condivisione non consensuale di immagini tra studenti?;Fotografie di alcune studentesse furono raccolte e scambiate in gruppi online frequentati da studenti di diverse scuole
Cosa dimostrò il caso del gruppo Facebook Mia Moglie rimosso da Meta nel 2025?;Che il consenso a condividere un'immagine con una persona non equivale al consenso a mostrarla a un gruppo o a migliaia di sconosciuti
A cosa viene paragonato un contenuto digitale diffuso nella metafora della goccia d'inchiostro nell'acqua?;A una goccia che si mescola con l'acqua e non può più essere separata una volta diffusa
Cos'è il digital footprint secondo la metafora dell'inchiostro?;Il principio secondo cui ciò che entra nell'ambiente digitale può lasciare tracce molto più durature di quanto si immagini
Perché il consenso alla condivisione iniziale di un'immagine non equivale al consenso alla sua diffusione successiva?;Perché ricevere un contenuto da una persona non significa avere il permesso di mostrarlo pubblicarlo o inoltrarlo ad altri
Cosa accadde a Holly Jacobs negli Stati Uniti e quale contributo diede la sua vicenda?;Immagini intime che la riguardavano furono diffuse senza consenso dopo la fine di una relazione e la sua battaglia contribuì alla nascita di iniziative per la rimozione di questi contenuti
Con quali altre forme di violenza digitale può sovrapporsi il revenge porn?;Cyberbullismo stalking molestie e ricatto
A cosa viene paragonata la diffusione non consensuale nella metafora della lettera privata fotocopiata?;A una persona che riceve una lettera privata ma non ha il diritto di fotocopiarla e distribuirla in città
Perché la persistenza digitale rende difficile risolvere completamente il problema anche dopo la rimozione di un contenuto?;Perché potrebbero esistere copie salvate da altri utenti anche dopo la rimozione dalla piattaforma originale
Cosa stabilì la Corte europea dei diritti dell'uomo nel caso M.L. e W.W. contro Germania del 2017?;Che informazioni personali possono rimanere reperibili online per molto tempo e continuare a produrre conseguenze anche anni dopo
A cosa viene paragonata la diffusione di un contenuto intimo nella metafora dell'inchiostro sul foglio bianco?;A una macchia che anche dopo essere stata coperta o asciugata può lasciare una traccia
Perché non è una buona strategia continuare a inviare materiale o pagare quando si viene ricattati con un'immagine intima?;Perché non c'è alcuna garanzia che il ricattatore si fermi dopo aver ottenuto ciò che chiede
Cosa introdusse l'Italia nel 2017 per rafforzare la collaborazione tra istituzioni e forze dell'ordine nella tutela dei minori online?;Il Protocollo operativo per la prevenzione e il contrasto del cyberbullismo
A cosa viene paragonato il chiedere aiuto nella metafora del piccolo incendio in casa?;Al chiamare i vigili del fuoco prima che l'incendio diventi incontrollabile
Perché il consenso deve essere considerato distinto per ogni azione come creare inviare conservare mostrare o pubblicare un contenuto?;Perché accettare una determinata azione non significa accettarne automaticamente altre
Cosa ha stabilito nel 2020 il Garante per la protezione dei dati personali italiano riguardo al revenge porn?;Ha previsto la possibilità di chiedere un intervento urgente contro la diffusione di immagini o video sessualmente espliciti destinati a rimanere privati
Perché la distinzione tra consenso alla condivisione privata e consenso alla diffusione pubblica è fondamentale sul piano giuridico?;Perché la persona rappresentata conserva il diritto di opporsi alla diffusione anche se il contenuto era stato creato o condiviso volontariamente
A cosa viene paragonato il consenso nella metafora delle chiavi dell'automobile prestate a un amico?;A un permesso con dei confini che non autorizza automaticamente a consegnare le chiavi a dieci sconosciuti
