Cosa proponeva lo standard CalDAV presentato nel 2003?;Far sì che calendari creati con programmi diversi potessero sincronizzarsi e restare aggiornati tra loro automaticamente
Quando CalDAV divenne standard ufficiale con la pubblicazione del documento RFC 4791?;Nel 2007
Chi pubblicò nel novembre 1998 il documento RFC 2445 che definiva il formato iCalendar?;Frank Dawson di Lotus e Derik Stenerson di Microsoft due aziende concorrenti sul mercato dei programmi di calendario
A cosa serviva il formato iCalendar definito nel documento RFC 2445?;A rappresentare eventi appuntamenti e promemoria in modo che potessero essere scambiati tra programmi diversi senza perdere informazioni
Quale problema spinse Michael Näf e Paul Sevinç a creare Doodle nel 2007?;Organizzare una cena con un gruppo di amici richiedeva decine di email incrociate solo per trovare una sera che andasse bene a tutti
Come funziona il principio alla base di Doodle?;Ogni invitato segnala direttamente su una pagina condivisa quali date gli vanno bene e la pagina mostra subito l'incrocio delle disponibilità
Cosa presentò AT&T alla fiera mondiale di New York nel 1964?;Il Picturephone una cabina telefonica capace di trasmettere anche l'immagine di chi parlava
Perché il Picturephone fu un fallimento commerciale quasi totale dopo il lancio del 1970?;Costava circa 300 dollari al mese l'immagine era in bianco e nero a bassa risoluzione e spesso disallineata rispetto all'audio
Perché Eric Yuan lasciò Cisco nel 2011 per fondare Zoom?;Si convinse che il prodotto WebEx di Cisco non fosse più all'altezza con riunioni lente e audio e video che peggioravano con troppi partecipanti
Quando fu lanciato ufficialmente Zoom e quanto tempo impiegò a superare il milione di utenti?;Fu lanciato nel gennaio 2013 e in soli quattro mesi superò il milione di utenti
Cosa accadde durante l'intervista in diretta del professor Robert Kelly con la BBC il 10 marzo 2017?;I suoi due figli piccoli entrarono nello studio durante il collegamento seguiti dalla madre che cercava di riportarli fuori
Quante volte fu visto il video dell'interruzione dell'intervista di Robert Kelly in pochi giorni?;Oltre 21 milioni di volte
